clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
Dottore London,2,"Really poor service with Dott. Castiglione. After the first appointment, he disappeared. Never replied my emails. I went to a different Urologist who helped me with my prostatite and told me the diagnose prescribed by Dott. Castiglione was completely wrong and just a temporary solution for my pain.",Never replied my emails,complaint_handling,not_automatable,complaint,human_assisted,complaint_triage_monitor,no response SLA,5,5
Messina Clinic,1,"I had an appointment with the gynecologist at the clinic. She was very attentive, but she prescribed medication that almost killed me. I was bedridden for three days and tried to contact her, but received no response. So I realized they are not trustworthy professionals. Here is my complaint about t",received no response,treatment_coordination,complaint_handling,post_treatment,human_assisted,patient_pathway_coordinator,no response SLA,5,5
Messina Clinic,1,"A bunch of thieves You pay for the consultation and then have to pay for a follow-up appointment The only place I've seen that requires an absurd follow-up fee And if you don't speak English and want to understand your exams, you also have to pay for the translation You pay them to refer you to a pr",pay for follow-up appointment,financial_transparency,post_treatment_followup,billing,workflow_solvable,financial_consent_flow,hidden add-ons,5,5
Outpatient 84 Harley Street,1,"To Whom It May Concern,  I am writing to file a formal complaint regarding the misconduct of a nurse named Asnaria at Harley Clinic. On November 15, 2024, Nurse Asnaria, who is of Filipino nationality, displayed inappropriate behavior towards us. She raised her voice and shouted at us, which was bot",Displayed inappropriate behavior,complaint_handling,not_automatable,complaint,human_assisted,complaint_triage_monitor,unprofessional behavior,5,5
Outpatient 84 Harley Street,1,"I was given wrong diagnosis following a mistake by their laboratory Did the test 4 times and always came back wrong due to the incompetence of the staff… Lost 5 months of my life, had to undergo a lot of tests and expose to radiation just because of their mistakes … The worst was their customer serv",Did the test 4 times and always came back wrong,admin_records,complaint_handling,treatment,workflow_solvable,booking_ops_layer,data errors,5,5
Outpatient 84 Harley Street,1,"Inpatient wards have nursing shortages, its worse than NHS care. 30minutes to respond to a patient. Oncology ward doesnt have specialist oncologist ward doctors who dont know what the yare doing. Ward doesn't have simple equipment in the rooms. Complained to nurse manager, only had 'corporate speak'","Complained to nurse manager, only had 'corporate speak' excuses",complaint_handling,treatment_coordination,complaint,human_assisted,complaint_triage_monitor,no proactive update,5,5
LIPS Healthcare,1,"Avoid. Misleading booking and poor patient care.  I booked this appointment solely to have a small bump removed from my eyelid. I was clearly told over the phone that this would be done on the day, and I reconfirmed it on the call before attending.  When I arrived, I received nothing more than a fiv",Misleading booking and poor patient care,pre_visit_information,financial_transparency,enquiry,bot_solvable,inbound_manager,misleading information,5,5
LIPS Healthcare,1,"DO NOT USE THIS SERVICE!  It's truly the worst I've ever used including the NHS, despite it being private. Having been told by the consultant that I was going to be put in a knee brace ASAP (it will take a week, two max, they said). I then have to chase multiple times, emailing and calling them, and","have to chase multiple times, emailing and calling them",treatment_coordination,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,5,5
Chiswick Outpatients,1,"Waste of time due to their extremely poor administration team. I have wasted weeks trying to get some tests arranged for my daughter that were confirmed by the doctor purely because the admin team is unable or unwilling to help, hardly ever pick up the phone or respond to emails. Even after trying t",Even after trying to contact the management through their website to put a formal complaint I have not heard anything back.,complaint_handling,inbound_access,complaint,workflow_solvable,complaint_triage_monitor,no ownership,5,5
Chiswick Outpatients,1,"This place is a mess! I only come here for doctor appointments, never use them for any tests! The nurse did not follow correct procedures during advanced bloods works. After realising an error was made, nurse did not speak to my doctor or her supervisor. Instead, she acted through her own free will",The nurse did not follow correct procedures during advanced bloods works.,treatment_coordination,complaint_handling,treatment,workflow_solvable,patient_pathway_coordinator,no protocol clarity,5,5
Chiswick Outpatients,1,"Lost my chest X-ray, in fact, lost data about me. Came early, doctor said ""I only have 6 minutes"" DIdn't even do anything!  At the X-ray, some woman shouting at my partner that he doesn't know whether I'm registered, instead of asking the reception that's 10 meters away.  Unprofessional, ridiculous","Lost my chest X-ray, in fact, lost data about me.",admin_records,not_automatable,consultation,workflow_solvable,booking_ops_layer,data errors,5,5
